Estacion,Fecha,Indice,Temperaturas (°C) Máxima,Temperaturas (°C) Mínima,Temperaturas (°C) Promedio,Lluvia Diaria mm (litros/m²) Mes Actual,Lluvia Diaria mm (litros/m²) Acum. Actual,Lluvia Diaria mm (litros/m²) Promedio Histórico,Lluvia Diaria mm (litros/m²) Acum. Promedio Histórico,Viento Máximo Velocidad (Km/h),Viento Máximo Dirección (°),Viento Máximo Hora Local,Dirección del viento predominante,Ruta_Archivo
Albrook,2016-05-24,209,32.2,26.5,29.4,0,208,NA,NA,24.1,300,17:00:00,Oeste-Noroeste,Albrook/2016_5.csv
Albrook,2016-05-25,210,30.7,24.2,27.5,23.1,231.1,NA,NA,20.4,280,12:00:00,Oeste-Noroeste,Albrook/2016_5.csv
Albrook,2016-05-26,211,32.1,25.4,28.8,35.5,266.6,NA,NA,11.1,160,14:00:00,Calmo,Albrook/2016_5.csv
Albrook,2016-05-27,212,29.2,24.8,27,0,266.6,NA,NA,18,160,14:00:00,Sur,Albrook/2016_5.csv
Albrook,2016-05-28,213,30.1,25.8,28,7,273.6,NA,NA,12.5,170,13:00:00,Sur,Albrook/2016_5.csv
Albrook,2016-05-29,214,30.1,25.1,27.6,6,279.6,NA,NA,18.5,20,14:00:00,Calmo,Albrook/2016_5.csv
Albrook,2016-05-30,215,30.6,24.6,27.6,1.2,280.8,NA,NA,11,150,18:00:00,Sur,Albrook/2016_5.csv
Albrook,2016-05-31,216,31.1,25.2,28.2,0,280.8,NA,NA,14.8,100,12:00:00,Sureste,Albrook/2016_5.csv
Albrook,2016-06-01,217,30,24.2,27.1,15.1,15.1,NA,NA,33.3,340,21:10:00,Calmo,Albrook/2016_6.csv
Albrook,2016-06-02,218,30.1,23.8,27,0,15.1,NA,NA,9.3,170,16:00:00,Sur,Albrook/2016_6.csv
Albrook,2016-06-03,219,28.4,25,26.7,9.6,24.7,NA,NA,12.6,160,09:16:00,Sur,Albrook/2016_6.csv
Albrook,2016-06-04,220,30.4,25.2,27.8,0,24.7,NA,NA,10.8,180,16:00:00,Sur,Albrook/2016_6.csv
Albrook,2016-06-05,221,32,25.2,28.6,0,24.7,NA,NA,11.1,170,13:00:00,Sur,Albrook/2016_6.csv
Albrook,2016-06-06,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_6.csv
Albrook,2016-06-07,223,29.6,23.6,26.6,0,24.7,NA,NA,12.9,180,13:00:00,Sur,Albrook/2016_6.csv
Albrook,2016-06-08,224,30.7,25.7,28.2,0,24.7,NA,NA,11.1,150,13:00:00,Sur,Albrook/2016_6.csv
Albrook,2016-06-09,225,31.7,25.4,28.6,0,24.7,NA,NA,18.5,180,14:07:00,Sur,Albrook/2016_6.csv
Albrook,2016-06-10,226,29.4,25.1,27.3,0.3,25,NA,NA,9.3,280,17:00:00,Norte,Albrook/2016_6.csv
Albrook,2016-06-11,227,32.4,25,28.7,22.4,47.4,NA,NA,14.8,140,15:25:00,Calmo,Albrook/2016_6.csv
Albrook,2016-06-12,228,31.4,25.4,28.4,5.7,53.1,NA,NA,14.8,300,16:00:00,Calmo,Albrook/2016_6.csv
Albrook,2016-06-13,229,30.8,26,28.4,0,53.1,NA,NA,9.3,330,16:00:00,Sur,Albrook/2016_6.csv
Albrook,2016-06-14,230,30,21.7,25.9,57.5,110.6,NA,NA,18.5,280,11:00:00,Oeste-Noroeste,Albrook/2016_6.csv
Albrook,2016-06-15,231,31.2,23.6,27.4,0,110.6,NA,NA,9.3,200,16:00:00,Sur,Albrook/2016_6.csv
Albrook,2016-06-16,232,32.3,25,28.7,0,110.6,NA,NA,11.1,350,10:00:00,Oeste-Noroeste,Albrook/2016_6.csv
Albrook,2016-06-17,233,33.2,23.6,28.4,20.1,130.7,NA,NA,30.6,270,16:00:00,Noroeste,Albrook/2016_6.csv
Albrook,2016-06-18,234,30.7,25.4,28.1,0.3,131,NA,NA,9.3,310,14:00:00,Noroeste,Albrook/2016_6.csv
Albrook,2016-06-19,235,30.9,24.5,27.7,7.1,138.1,NA,NA,40.7,20,10:00:00,Oeste,Albrook/2016_6.csv
Albrook,2016-06-20,236,29.1,25.2,27.2,1.5,139.6,NA,NA,25.9,350,13:08:00,Nor-Noroeste,Albrook/2016_6.csv
Albrook,2016-06-21,237,28.2,24.4,26.3,1.3,140.9,NA,NA,9.3,300,19:00:00,Oeste-Noroeste,Albrook/2016_6.csv
Albrook,2016-06-22,238,31.2,24.6,27.9,10.3,151.2,NA,NA,31.5,340,15:07:00,Noroeste,Albrook/2016_6.csv
Albrook,2016-06-23,239,32.7,24.8,28.8,0.3,151.5,NA,NA,12.9,330,14:00:00,Noroeste,Albrook/2016_6.csv
Albrook,2016-06-24,240,31,25,28,13.8,165.3,NA,NA,37,160,12:15:00,Variable,Albrook/2016_6.csv
Albrook,2016-06-25,241,29.9,23.4,26.7,0,165.3,NA,NA,9.3,110,14:00:00,Sureste,Albrook/2016_6.csv
Albrook,2016-06-26,242,31.2,24.8,28,0,165.3,NA,NA,18.5,310,18:00:00,Nor-Noroeste,Albrook/2016_6.csv
Albrook,2016-06-27,243,31.6,25.6,28.6,5.7,171,NA,NA,20.4,320,14:00:00,Noroeste,Albrook/2016_6.csv
Albrook,2016-06-28,244,32.6,26.1,29.4,0,171,NA,NA,18.5,310,14:00:00,Noroeste,Albrook/2016_6.csv
Albrook,2016-06-29,245,32.2,25.8,29,5.1,176.1,NA,NA,12.9,320,13:00:00,Noroeste,Albrook/2016_6.csv
Albrook,2016-06-30,246,32.8,26.1,29.5,9.9,186,NA,NA,12.9,350,15:36:00,Oeste-Noroeste,Albrook/2016_6.csv
Albrook,2016-07-01,247,29.5,23.3,26.4,9.4,9.4,5.9,5.9,13,180,17:00:00,Calmo,Albrook/2016_7.csv
Albrook,2016-07-02,248,27,24.9,26,4.6,14,1.4,7.3,9.2,240,12:00:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-03,249,29.8,25.1,27.5,4,18,6.5,13.8,22.2,330,17:35:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-04,250,31,25.5,28.3,0,18,6.3,20.1,14.8,160,10:00:00,Oeste-Noroeste,Albrook/2016_7.csv
Albrook,2016-07-05,251,29.7,25.5,27.6,0,18,6.7,26.8,12.9,280,12:00:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-06,252,31.5,25.6,28.6,3.7,21.7,3.8,30.6,20.4,340,15:00:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-07,253,29.3,25.6,27.5,0,21.7,4.8,35.4,9.3,270,11:00:00,Calmo,Albrook/2016_7.csv
Albrook,2016-07-08,254,31.5,25.9,28.7,0.2,21.9,7.4,42.8,9.3,330,13:00:00,Nor-Noroeste,Albrook/2016_7.csv
Albrook,2016-07-09,255,31.8,25.9,28.9,9.3,31.2,4.4,47.2,18.5,340,19:30:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-10,256,NA,NA,NA,NA,NA,4.2,51.4,NA,NA,NA,NA,Albrook/2016_7.csv
Albrook,2016-07-11,257,30.6,25.7,28.2,0,31.2,9.2,60.6,11.1,310,17:00:00,Oeste-Suroeste,Albrook/2016_7.csv
Albrook,2016-07-12,258,30.7,23,26.9,14.1,45.3,9.7,70.3,9.3,300,16:00:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-13,259,29.6,25.3,27.5,6.3,51.6,6.3,76.6,14.8,310,18:00:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-14,260,30.5,25.2,27.9,0,51.6,2.5,79.1,12.9,320,19:00:00,Nor-Noroeste,Albrook/2016_7.csv
Albrook,2016-07-15,261,30.7,24.6,27.7,0,51.6,8.9,88,18,340,17:00:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-16,262,30.7,24.2,27.5,8.6,60.2,6.3,94.3,12,290,22:07:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-17,263,29.5,25.3,27.4,0.9,61.1,6.3,100.6,14.8,310,12:00:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-18,264,29.1,24.2,26.7,0.5,61.6,4.5,105.1,13,310,03:00:00,Noreste,Albrook/2016_7.csv
Albrook,2016-07-19,265,31.6,24.4,28,12.6,74.2,5.7,110.8,14.8,50,16:12:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-20,266,30.7,24.7,27.7,0.4,74.6,5.7,116.5,12.9,280,15:00:00,Oeste-Noroeste,Albrook/2016_7.csv
Albrook,2016-07-21,267,31.4,23.6,27.5,7.5,82.1,4.5,121,35.2,70,13:10:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-22,268,30.9,23.5,27.2,0,82.1,4.9,125.9,10.8,310,18:00:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-23,269,29.9,25.3,27.6,2.6,84.7,5.7,131.6,10.8,310,14:00:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-24,270,30.4,23,26.7,32.3,117,5.3,136.9,27.8,40,16:05:00,Oeste-Noroeste,Albrook/2016_7.csv
Albrook,2016-07-25,271,29.5,24.3,26.9,0.2,117.2,3.5,140.4,14.8,310,15:00:00,Calmo,Albrook/2016_7.csv
Albrook,2016-07-26,272,30.6,25.5,28.1,5.6,122.8,4.7,145.1,18.5,10,14:00:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-27,273,31,24.5,27.8,5.1,127.9,6.8,151.9,18.5,350,18:08:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-28,274,30.8,25.3,28.1,0.3,128.2,2.4,154.3,14.8,120,14:00:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-29,275,30.3,25.3,27.8,0,128.2,5.4,159.7,11.1,320,17:00:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-30,276,28.9,24.2,26.6,7.3,135.5,7.5,167.2,14.8,80,14:34:00,Noroeste,Albrook/2016_7.csv
Albrook,2016-07-31,277,NA,NA,NA,NA,NA,6.9,174.1,NA,NA,NA,NA,Albrook/2016_7.csv
Albrook,2016-08-01,278,30.9,25,28,1.1,1.1,7.6,7.6,22.2,320,16:00:00,Nor-Noroeste,Albrook/2016_8.csv
Albrook,2016-08-02,279,31,25.2,28.1,0,1.1,9.2,16.8,14.8,300,13:00:00,Nor-Noroeste,Albrook/2016_8.csv
Albrook,2016-08-03,280,28.6,25.1,26.9,2.6,3.7,9,25.8,5.6,190,10:00:00,Sur,Albrook/2016_8.csv
Albrook,2016-08-04,281,29.7,25,27.4,0,3.7,4.8,30.6,14.8,170,15:00:00,Noroeste,Albrook/2016_8.csv
Albrook,2016-08-05,282,33.2,24.8,29,0,3.7,7.3,37.9,12.6,150,14:00:00,Sur-Sureste,Albrook/2016_8.csv
Albrook,2016-08-06,283,32.1,25.2,28.7,25.4,29.1,5.2,43.1,21.6,310,14:00:00,Noroeste,Albrook/2016_8.csv
Albrook,2016-08-07,284,30.5,26.2,28.4,1.2,30.3,6.2,49.3,14.8,310,19:00:00,Noroeste,Albrook/2016_8.csv
Albrook,2016-08-08,285,34,23.2,28.6,11.2,41.5,7.6,56.9,25.2,140,16:29:00,Sureste,Albrook/2016_8.csv
Albrook,2016-08-09,286,NA,NA,NA,NA,NA,9.7,66.6,NA,NA,NA,NA,Albrook/2016_8.csv
Albrook,2016-08-10,287,29.6,26.4,28,0,41.5,9,75.6,11.1,330,19:00:00,Noroeste,Albrook/2016_8.csv
Albrook,2016-08-11,288,30.1,25.5,27.8,0,41.5,4.4,80,14.8,320,12:00:00,Noroeste,Albrook/2016_8.csv
Albrook,2016-08-12,289,31.8,24.9,28.4,3.5,45,8.5,88.5,20.4,350,16:15:00,Noroeste,Albrook/2016_8.csv
Albrook,2016-08-13,290,32.4,25.1,28.8,5.4,50.4,6.9,95.4,22.2,310,13:21:00,Noroeste,Albrook/2016_8.csv
Albrook,2016-08-14,291,30.6,25.7,28.2,0,50.4,5.3,100.7,9,130,14:00:00,Noroeste,Albrook/2016_8.csv
Albrook,2016-08-15,292,31,25.4,28.2,0,50.4,5.2,105.9,10.8,170,12:00:00,Noroeste,Albrook/2016_8.csv
Albrook,2016-08-16,293,29.7,25.7,27.7,0,50.4,4.4,110.3,16.6,300,14:00:00,Noroeste,Albrook/2016_8.csv
Albrook,2016-08-17,294,32.5,26.4,29.5,2,52.4,7.3,117.6,18,340,14:00:00,Noroeste,Albrook/2016_8.csv
Albrook,2016-08-18,295,30.1,26.5,28.3,0,52.4,5.7,123.3,4,155,11:00:00,Sur,Albrook/2016_8.csv
Albrook,2016-08-19,296,30.7,24.7,27.7,30.5,82.9,6.2,129.5,14.8,320,14:00:00,Variable,Albrook/2016_8.csv
Albrook,2016-08-20,297,28,26.1,27.1,0,82.9,12.5,142,14.8,300,13:00:00,Noroeste,Albrook/2016_8.csv
Albrook,2016-08-21,298,NA,NA,NA,NA,NA,6.9,148.9,NA,NA,NA,NA,Albrook/2016_8.csv
Albrook,2016-08-22,299,NA,NA,NA,NA,NA,5,153.9,NA,NA,NA,NA,Albrook/2016_8.csv
Albrook,2016-08-23,300,NA,NA,NA,NA,NA,5.8,159.7,NA,NA,NA,NA,Albrook/2016_8.csv
Albrook,2016-08-24,301,NA,NA,NA,NA,NA,5.9,165.6,NA,NA,NA,NA,Albrook/2016_8.csv
Albrook,2016-08-25,302,NA,NA,NA,NA,NA,12.9,178.5,NA,NA,NA,NA,Albrook/2016_8.csv
Albrook,2016-08-26,303,NA,NA,NA,NA,NA,9.3,187.8,NA,NA,NA,NA,Albrook/2016_8.csv
Albrook,2016-08-27,304,NA,NA,NA,NA,NA,8.4,196.2,NA,NA,NA,NA,Albrook/2016_8.csv
Albrook,2016-08-28,305,NA,NA,NA,NA,NA,6.6,202.8,NA,NA,NA,NA,Albrook/2016_8.csv
Albrook,2016-08-29,306,30.4,25.1,27.8,0,82.9,5.4,208.2,12.6,160,14:00:00,Noroeste,Albrook/2016_8.csv
Albrook,2016-08-30,307,NA,NA,NA,NA,NA,4.1,212.3,NA,NA,NA,NA,Albrook/2016_8.csv
Albrook,2016-08-31,308,31.8,24,27.9,2.1,85,8.5,220.8,14.8,330,15:00:00,Noroeste,Albrook/2016_8.csv
Albrook,2016-09-01,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-02,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-03,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-04,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-05,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-06,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-07,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-08,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-09,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-10,318,30.5,25,27.8,0,0,NA,NA,9.3,150,14:00:00,Noroeste,Albrook/2016_9.csv
Albrook,2016-09-11,319,31.6,25.2,28.4,6.4,6.4,NA,NA,14.8,330,14:00:00,Noroeste,Albrook/2016_9.csv
Albrook,2016-09-12,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-13,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-14,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-15,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-16,324,32,22.6,27.3,0,6.4,NA,NA,14.8,330,18:00:00,Calmo,Albrook/2016_9.csv
Albrook,2016-09-17,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-18,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-19,327,28.9,25.6,27.3,0,6.4,NA,NA,13,350,17:00:00,Noroeste,Albrook/2016_9.csv
Albrook,2016-09-20,328,30.3,25.1,27.7,0,6.4,NA,NA,18.5,320,15:00:00,Noroeste,Albrook/2016_9.csv
Albrook,2016-09-21,329,28.3,23.6,26,11.9,18.3,NA,NA,30.6,50,09:15:00,Calmo,Albrook/2016_9.csv
Albrook,2016-09-22,330,30,22.5,26.3,1.2,19.5,NA,NA,9.3,190,14:00:00,Calmo,Albrook/2016_9.csv
Albrook,2016-09-23,331,31.1,24.7,27.9,0,19.5,NA,NA,11.1,160,14:00:00,Calmo,Albrook/2016_9.csv
Albrook,2016-09-24,332,31.2,25.1,28.2,11,30.5,NA,NA,18.5,60,12:00:00,Noroeste,Albrook/2016_9.csv
Albrook,2016-09-25,333,30.7,24.2,27.5,0,30.5,NA,NA,16.6,230,16:00:00,Sur,Albrook/2016_9.csv
Albrook,2016-09-26,334,31.4,24.9,28.2,0,30.5,NA,NA,12.9,350,14:00:00,Oeste-Noroeste,Albrook/2016_9.csv
Albrook,2016-09-27,335,30.7,24.9,27.8,0,30.5,NA,NA,11.1,300,11:00:00,Noroeste,Albrook/2016_9.csv
Albrook,2016-09-28,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-29,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2016_9.csv
Albrook,2016-09-30,338,29,23.6,26.3,31,61.5,NA,NA,18.5,300,13:25:00,Noroeste,Albrook/2016_9.csv
Albrook,2017-01-01,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-02,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-03,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-04,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-05,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-06,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-07,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-08,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-09,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-10,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-11,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-12,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-13,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-14,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-15,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-16,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-17,355,31.3,21.6,26.5,0,0,NA,NA,13,340,17:00:00,Sureste,Albrook/2017_1.csv
Albrook,2017-01-18,356,31.6,22.8,27.2,0,0,NA,NA,18.5,340,14:00:00,Nor-Noroeste,Albrook/2017_1.csv
Albrook,2017-01-19,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-20,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-21,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-22,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-23,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-24,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-25,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-26,364,30.1,24,27.1,0,0,NA,NA,27.7,340,12:00:00,Noroeste,Albrook/2017_1.csv
Albrook,2017-01-27,365,32.5,25,28.8,0,0,NA,NA,24,340,14:00:00,Nor-Noroeste,Albrook/2017_1.csv
Albrook,2017-01-28,366,32.1,25,28.6,0,0,NA,NA,24,340,14:00:00,Nor-Noroeste,Albrook/2017_1.csv
Albrook,2017-01-29,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-30,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-01-31,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_1.csv
Albrook,2017-10-01,370,29.9,26.7,28.3,0,0,NA,NA,18.5,190,08:00:00,Sur,Albrook/2017_10.csv
Albrook,2017-10-02,371,29.5,25.8,27.7,0.1,0.1,NA,NA,22.2,180,12:30:00,Sureste,Albrook/2017_10.csv
Albrook,2017-10-03,372,29.5,25.8,27.7,0.1,0.2,NA,NA,21.6,180,12:30:00,Sureste,Albrook/2017_10.csv
Albrook,2017-10-04,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_10.csv
Albrook,2017-10-05,374,28,23.8,25.9,45.8,46,NA,NA,40.7,200,07:00:00,Sur,Albrook/2017_10.csv
Albrook,2017-10-06,375,28.7,26,27.4,0,46,NA,NA,20.3,160,11:00:00,Sur-Sureste,Albrook/2017_10.csv
Albrook,2017-10-07,376,31.1,26.1,28.6,0,46,NA,NA,14.8,180,15:00:00,Sur,Albrook/2017_10.csv
Albrook,2017-10-08,377,33.4,23.9,28.7,0.5,46.5,NA,NA,22.2,350,16:00:00,Variable,Albrook/2017_10.csv
Albrook,2017-10-09,378,31.1,24.6,27.9,0,46.5,NA,NA,16.6,160,12:00:00,Noroeste,Albrook/2017_10.csv
Albrook,2017-10-10,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_10.csv
Albrook,2017-10-11,380,31.1,24.3,27.7,0,46.5,NA,NA,14.8,180,13:00:00,Sur,Albrook/2017_10.csv
Albrook,2017-10-12,381,31.7,24.8,28.3,0.8,47.3,NA,NA,16.6,40,15:00:00,Nor-Noroeste,Albrook/2017_10.csv
Albrook,2017-10-13,382,30.4,25.7,28.1,7.3,54.6,NA,NA,18,330,15:00:00,Noroeste,Albrook/2017_10.csv
Albrook,2017-10-14,383,30.9,26.1,28.5,3.3,57.9,NA,NA,16,10,11:00:00,Noroeste,Albrook/2017_10.csv
Albrook,2017-10-15,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_10.csv
Albrook,2017-10-16,385,32.5,26.7,29.6,0,57.9,NA,NA,14.8,320,12:00:00,Noroeste,Albrook/2017_10.csv
Albrook,2017-10-17,386,31.2,26.5,28.9,0,57.9,NA,NA,20.3,310,15:00:00,Variable,Albrook/2017_10.csv
Albrook,2017-10-18,387,31.6,26,28.8,7.4,65.3,NA,NA,32.4,350,14:00:00,Noroeste,Albrook/2017_10.csv
Albrook,2017-10-19,388,30.4,25.6,28,3,68.3,NA,NA,18.5,170,13:00:00,Variable,Albrook/2017_10.csv
Albrook,2017-10-20,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_10.csv
Albrook,2017-10-21,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_10.csv
Albrook,2017-10-22,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_10.csv
Albrook,2017-10-23,392,27.4,25.1,26.3,36.6,104.9,NA,NA,14.8,140,11:37:00,Variable,Albrook/2017_10.csv
Albrook,2017-10-24,393,29.7,25.5,27.6,8.4,113.3,NA,NA,48.2,160,12:00:00,Sur,Albrook/2017_10.csv
Albrook,2017-10-25,394,28.9,26.2,27.6,1.2,114.5,NA,NA,18.5,150,17:00:00,Sur-Sureste,Albrook/2017_10.csv
Albrook,2017-10-26,395,29.3,26.4,27.9,0,114.5,NA,NA,16.6,180,13:00:00,Sur-Sureste,Albrook/2017_10.csv
Albrook,2017-10-27,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_10.csv
Albrook,2017-10-28,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_10.csv
Albrook,2017-10-29,398,28.5,24.3,26.4,0.1,114.6,NA,NA,10.8,180,13:00:00,Variable,Albrook/2017_10.csv
Albrook,2017-10-30,399,30.4,23.5,27,1.7,116.3,NA,NA,6.1,170,13:00:00,Oeste-Noroeste,Albrook/2017_10.csv
Albrook,2017-10-31,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_10.csv
Albrook,2017-11-01,401,30.6,24.9,27.8,9.9,9.9,NA,NA,14.8,320,14:30:00,Noroeste,Albrook/2017_11.csv
Albrook,2017-11-02,402,30.6,24.9,27.8,9.9,19.8,NA,NA,14.4,320,14:30:00,Noroeste,Albrook/2017_11.csv
Albrook,2017-11-03,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_11.csv
Albrook,2017-11-04,404,29.5,24.8,27.2,0.6,20.4,NA,NA,12.9,290,09:06:00,Oeste-Noroeste,Albrook/2017_11.csv
Albrook,2017-11-05,405,27.9,24.2,26.1,6.8,27.2,NA,NA,9.2,360,17:00:00,Sureste,Albrook/2017_11.csv
Albrook,2017-11-06,406,31,23.4,27.2,4.4,31.6,NA,NA,18.5,300,17:00:00,Noroeste,Albrook/2017_11.csv
Albrook,2017-11-07,407,29.8,24.4,27.1,2.6,34.2,NA,NA,22.2,320,12:00:00,Noroeste,Albrook/2017_11.csv
Albrook,2017-11-08,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albrook/2017_11.csv
Albrook,2017-11-09,409,27.8,24.9,26.4,0,34.2,NA,NA,18.5,300,11:00:00,Oeste-Noroeste,Albrook/2017_11.csv
Albrook,2017-11-10,410,28.2,23.7,26,11.3,45.5,NA,NA,14.8,260,15:00:00,Oeste-Noroeste,Albrook/2017_11.csv
Albrook,2017-11-11,411,29.8,23.5,26.7,2.8,48.3,NA,NA,14.8,170,14:00:00,Noroeste,Albrook/2017_11.csv
Albrook,2017-11-12,412,31,24.1,27.6,0,48.3,NA,NA,14.8,180,13:00:00,Sur,Albrook/2017_11.csv
Albrook,2017-11-13,413,30.4,24.6,27.5,5.1,53.4,NA,NA,18.5,300,13:00:00,Noroeste,Albrook/2017_11.csv
Albrook,2017-11-14,414,28.1,23.9,26,NA,NA,NA,NA,18.5,300,12:00:00,Sur,Albrook/2017_11.csv
